pleiades	item	itemLabel	itemDescription	coordinates	chronique_ids	dare_ids	geonames_ids	gettytgn_ids	idaigaz_ids	loc_ids	manto_ids	nomisma_ids	topostext_ids	trismegistos_ids	viaf_ids	vici_ids	wikipedia_en
108818	http://www.wikidata.org/entity/Q103149089	Bonn (Samian Ware Discovery Site)	Bonn as Samian Ware discovery site	Point(7.099999 50.733329)													
108818	http://www.wikidata.org/entity/Q103187047	Neuss (Samian Ware Discovery Site)	Neuss as Samian Ware discovery site	Point(6.68504 51.19807)													
108818	http://www.wikidata.org/entity/Q3027848	Castra Bonna	Roman fort	Point(7.1 50.745)												8556	
108820	http://www.wikidata.org/entity/Q103200260	Worms (Samian Ware Discovery Site)	Worms as Samian Ware discovery site	Point(8.35916 49.63278)													
108821	http://www.wikidata.org/entity/Q21252	Bourgheim	commune in Bas-Rhin, France	Point(7.495 48.418888888)			6450607								245856103		https://en.wikipedia.org/wiki/Bourgheim
108822	http://www.wikidata.org/entity/Q1074736	Bracquemont	former commune in Seine-Maritime, France	Point(1.145277777 49.940555555)			6443116								70144647641835584395		https://en.wikipedia.org/wiki/Bracquemont
108823	http://www.wikidata.org/entity/Q732495	Brienne-la-Vieille	commune in Aube, France	Point(4.528611111 48.374722222)		8848	6446945										https://en.wikipedia.org/wiki/Brienne-la-Vieille
108825	http://www.wikidata.org/entity/Q905683	Brisgavi	Germanic tribe														https://en.wikipedia.org/wiki/Brisigavi
108827	http://www.wikidata.org/entity/Q201352	Pontoise	commune in Val-d'Oise, France	Point(2.100833333 49.050833333)		2039	2986140			n50055268					145384455		https://en.wikipedia.org/wiki/Pontoise
108831	http://www.wikidata.org/entity/Q21037319	Q21037319	archaeological site in Germany	Point(6.8411 50.8348)													
108832	http://www.wikidata.org/entity/Q212541	Brunoy	commune in Essonne, France	Point(2.503333333 48.698055555)			3029748			n87817185					150954729		https://en.wikipedia.org/wiki/Brunoy
108833	http://www.wikidata.org/entity/Q22940705	Gallo-Roman Sanctuary at Bû		Point(1.4988523 48.8158601)													
108833	http://www.wikidata.org/entity/Q626918	Bû	commune in Eure-et-Loir, France	Point(1.495277777 48.796388888)			3029705								239665712		https://en.wikipedia.org/wiki/B%C3%BB
108834	http://www.wikidata.org/entity/Q927722	Bucinobantes	Germanic tribe														https://en.wikipedia.org/wiki/Bucinobantes
108837	http://www.wikidata.org/entity/Q1015090	Castrum Burginatium	castrum	Point(6.31888889 51.71388889)		11070										349	
108838	http://www.wikidata.org/entity/Q27926328	Buruncum															
108839	http://www.wikidata.org/entity/Q103157996	Butzbach (Samian Ware Discovery Site)	Butzbach as Samian Ware discovery site	Point(8.665183 50.439681)													
108840	http://www.wikidata.org/entity/Q2929045	Buzenol	section of Étalle, Belgium	Point(5.5956 49.6472)													
108842	http://www.wikidata.org/entity/Q1025403	Caeroesi	belgic-Germanic tribe														https://en.wikipedia.org/wiki/Caerosi
108844	http://www.wikidata.org/entity/Q1025460	Caesaromagus	Roman settlement in Beauvais, France	Point(2.08416667 49.43138889)		110							494021UBel	23712			
108844	http://www.wikidata.org/entity/Q103146131	Beauvais (Samian Ware Discovery Site)	Beauvais as Samian Ware discovery site	Point(2.08305 49.437068)													
108848	http://www.wikidata.org/entity/Q1134698	Callengeville	commune in Seine-Maritime, France	Point(1.519722222 49.810555555)			6617628										https://en.wikipedia.org/wiki/Callengeville
108850	http://www.wikidata.org/entity/Q181285	Cambrai	commune in Nord, France	Point(3.234722222 50.175833333)			3029030			n81058791					168018477		https://en.wikipedia.org/wiki/Cambrai
108851	http://www.wikidata.org/entity/Q322045	Camelin	commune in Aisne, France	Point(3.134166666 49.524722222)		17401	6620009										https://en.wikipedia.org/wiki/Camelin
108855	http://www.wikidata.org/entity/Q633541	Cany-Barville	commune in Seine-Maritime, France	Point(0.638611111 49.788055555)			6443132								76148570697924312035		https://en.wikipedia.org/wiki/Cany-Barville
108858	http://www.wikidata.org/entity/Q728919	Silva Carbonaria	ancient and medieval forest located on the current territories of Belgium and northern France			43805											https://en.wikipedia.org/wiki/Silva_Carbonaria
108860	http://www.wikidata.org/entity/Q852944	Carnutes	gallic people							sh85020389		carnutes					https://en.wikipedia.org/wiki/Carnutes
108863	http://www.wikidata.org/entity/Q1735350	Castra Divitia	Roman fort	Point(6.973596 50.937238)		533										355	
108864	http://www.wikidata.org/entity/Q18286569	Castellum Mattiacorum	archaeological site in Mainz-Kastel, Germany	Point(8.282637 50.008795)										37085		9755	
108865	http://www.wikidata.org/entity/Q86724412	Castellum Menapiorum	Roman fort, today Cassel	Point(2.488333 50.800556)		2018											
108865	http://www.wikidata.org/entity/Q11160	Cassel	commune in Nord, France	Point(2.487222222 50.8)		2018	6454401	1032436					508025UCas				https://en.wikipedia.org/wiki/Cassel,_Nord
108867	http://www.wikidata.org/entity/Q532466	Castra Vetera	Roman fort	Point(6.47 51.64639)		898										353	https://en.wikipedia.org/wiki/Vetera
108869	http://www.wikidata.org/entity/Q596175	Le Catelet	commune in Aisne, France	Point(3.244166666 50.002222222)			6455428	1033843							248742240		https://en.wikipedia.org/wiki/Le_Catelet
108871	http://www.wikidata.org/entity/Q1832016	Catualium	Roman town	Point(5.89589 51.178052)		2084											
108874	http://www.wikidata.org/entity/Q677944	Kyll	river in Germany	Point(6.701326 49.803358)		43949	2882169								244969524		https://en.wikipedia.org/wiki/Kyll
108874	http://www.wikidata.org/entity/Q677944	Kyll	river in Germany	Point(6.344305555 50.379722222)		43949	2882169								244969524		https://en.wikipedia.org/wiki/Kyll
108875	http://www.wikidata.org/entity/Q3414036	Ceuclum		Point(5.88297 51.72913)		2081								24527			
108877	http://www.wikidata.org/entity/Q95140	Chapelle-lez-Herlaimont	municipality in Wallonia, Belgium	Point(4.283333333 50.466666666)		17430	2800501	7247376		n85827914					141974437		https://en.wikipedia.org/wiki/Chapelle-lez-Herlaimont
108879	http://www.wikidata.org/entity/Q103159361	Châteaubleau (Samian Ware Discovery Site)	Châteaubleau as Samian Ware discovery site	Point(3.099999 48.583332)													
108879	http://www.wikidata.org/entity/Q419596	Châteaubleau	commune in Seine-et-Marne, France	Point(3.1075 48.587777777)			3026309								244333240		https://en.wikipedia.org/wiki/Ch%C3%A2teaubleau
108879169	http://www.wikidata.org/entity/Q3584217	Church of Saint Porphyrius	church building in Gaza City, State of Palestine	Point(34.46203 31.503959)													https://en.wikipedia.org/wiki/Church_of_Saint_Porphyrius
108882	http://www.wikidata.org/entity/Q3221384	Le Châtelet de Gourzon	archaeological site in Bayard-sur-Marne, France	Point(5.09028 48.55)		18012											
108883	http://www.wikidata.org/entity/Q688485	Châtillon-sur-Marne	commune in Marne, France	Point(3.7575 49.099722222)			6435729,3026051			n95059024					139716059		https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Marne
108884	http://www.wikidata.org/entity/Q847448	Châtillon-sur-Oise	commune in Aisne, France	Point(3.42 49.791666666)			6424795										https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Oise
108885	http://www.wikidata.org/entity/Q164076	Chatti	proto-historic Germanic tribe														https://en.wikipedia.org/wiki/Chatti
108886	http://www.wikidata.org/entity/Q58923	La Chaussée-Tirancourt	commune in Somme, France	Point(2.148611111 49.953611111)			6456522								94144648389780051161		https://en.wikipedia.org/wiki/La_Chauss%C3%A9e-Tirancourt
108888	http://www.wikidata.org/entity/Q1172561	Chémery	French commune in Loir-et-Cher, Centre-Val de Loire	Point(1.478055555 47.345)			6448919										https://en.wikipedia.org/wiki/Ch%C3%A9mery
108889	http://www.wikidata.org/entity/Q1220713	La Cheppe	commune in Marne, France	Point(4.501111111 49.049722222)		2131	6456178								8351147967375684200007		https://en.wikipedia.org/wiki/La_Cheppe
108889	http://www.wikidata.org/entity/Q18749222	Camp d'Attila	human settlement in France	Point(4.487572 49.049345)													
108889249	http://www.wikidata.org/entity/Q1814304	San Giovanni in Oleo	church in Rome	Point(12.502138888 41.876611111)											243865477		https://en.wikipedia.org/wiki/San_Giovanni_in_Oleo
108894	http://www.wikidata.org/entity/Q103198266	Trier (Samian Ware Discovery Site)	Trier as Samian Ware discovery site	Point(6.633333 49.75)													
108894	http://www.wikidata.org/entity/Q666165	Augusta Treverorum	Roman site, in modern-day Trier, Germany	Point(6.64402 49.7597)		2							498066UCol				https://en.wikipedia.org/wiki/Augusta_Treverorum
108896	http://www.wikidata.org/entity/Q103200340	Xanten (Samian Ware Discovery Site)	Xanten as Samian Ware discovery site	Point(6.45297 51.65877)													
108902	http://www.wikidata.org/entity/Q262423	Condrusi	Germanic-Belgic tribe														https://en.wikipedia.org/wiki/Condrusi
108903	http://www.wikidata.org/entity/Q1125398	Confluentes	archaeological site in Rhineland-Palatinate, Germany	Point(7.59528 50.3611)		522							504076UCon				
108905	http://www.wikidata.org/entity/Q27806735	Contra Aginnum	ancient place	Point(3.279702 49.628457)		2026								40435			
108908	http://www.wikidata.org/entity/Q2320554	Coriovallum	Roman town, currently Heerlen			2030										364	
108910	http://www.wikidata.org/entity/Q680575	Corbeil	commune in Marne, France	Point(4.426388888 48.577777777)		2045	6435755							41057	144209488		https://en.wikipedia.org/wiki/Corbeil,_Marne
108911	http://www.wikidata.org/entity/Q12995	Kortrijk	municipality in West Flanders, Belgium	Point(3.265833333 50.8275)		2099	2794056			n79023208					135585639		https://en.wikipedia.org/wiki/Kortrijk
108912	http://www.wikidata.org/entity/Q991750	Coucy-lès-Eppes	commune in Aisne, France	Point(3.77 49.5525)		17399	6424839								7706148574284824430004		https://en.wikipedia.org/wiki/Coucy-l%C3%A8s-Eppes
108913	http://www.wikidata.org/entity/Q1008494	Criquebeuf-sur-Seine	commune in Eure, France	Point(1.0975 49.305833333)			6430341			no2009034392				23860	154002329		https://en.wikipedia.org/wiki/Criquebeuf-sur-Seine
108914	http://www.wikidata.org/entity/Q329216	Cugerni	germanic tribe														https://en.wikipedia.org/wiki/Cugerni
108915	http://www.wikidata.org/entity/Q1097060	Cuignières	commune in Oise, France	Point(2.473333333 49.450833333)			6438658,3022139								132687099		https://en.wikipedia.org/wiki/Cuigni%C3%A8res
108921	http://www.wikidata.org/entity/Q103197465	Tarquimpol (Samian Ware Discovery Site)	Tarquimpol as Samian Ware discovery site	Point(6.75 48.783332)													
108921	http://www.wikidata.org/entity/Q21823	Tarquimpol	commune in Moselle, France	Point(6.758333333 48.784722222)			6437886										https://en.wikipedia.org/wiki/Tarquimpol
108922	http://www.wikidata.org/entity/Q929010	Deneuvre	commune in Meurthe-et-Moselle, France	Point(6.736388888 48.443333333)			3021597			nr93016264					139991056		https://en.wikipedia.org/wiki/Deneuvre
108927	http://www.wikidata.org/entity/Q103182753	Metz (Samian Ware Discovery Site)	Metz as Samian Ware discovery site	Point(6.166666 49.133335)													
108927	http://www.wikidata.org/entity/Q22690	Metz	city in Grand Est, France	Point(6.176944444 49.119722222)			2994160	7008418		n79091180			491062UDiv		158480400,137746789		https://en.wikipedia.org/wiki/Metz
108928	http://www.wikidata.org/entity/Q16628911	Diodurum	archaeological site in France	Point(1.902222 48.803889)													
108931	http://www.wikidata.org/entity/Q2179589	Q2179589		Point(6.93528 51.6739)		18018											
108934	http://www.wikidata.org/entity/Q1207730	Dhron	river in Germany	Point(7.189166666 49.858333333)		43951		1123404									
108934	http://www.wikidata.org/entity/Q1207730	Dhron	river in Germany	Point(6.896111111 49.866944444)		43951		1123404									
108934	http://www.wikidata.org/entity/Q1207730	Dhron	river in Germany	Point(6.89611 49.8669)		43951		1123404									
108937	http://www.wikidata.org/entity/Q469928	Rheinhausen	district in Duisburg, Germany	Point(6.71194 51.4072)			2847631			n82066880					245004390,159467773		https://en.wikipedia.org/wiki/Rheinhausen
108938	http://www.wikidata.org/entity/Q996360	Dumnissus	archaeological site in Rhineland-Palatinate, Germany	Point(7.41496 49.9487)		1931											
108940	http://www.wikidata.org/entity/Q2154139	Ringwall Dünsberg		Point(8.58057 50.6506)												45865	
108941	http://www.wikidata.org/entity/Q1267419	Durnomagus	castrum	Point(6.84056 51.0925)		2072										4936	
108943	http://www.wikidata.org/entity/Q3041594	Durocasses	gallic tribe			1995											https://en.wikipedia.org/wiki/Durocasses
108944	http://www.wikidata.org/entity/Q47135	Châlons-en-Champagne	commune in Marne, France	Point(4.364444444 48.956666666)			6618295			nr2007013749					132229852		https://en.wikipedia.org/wiki/Ch%C3%A2lons-en-Champagne
108945	http://www.wikidata.org/entity/Q4896307	Durocortorum	Oppidum of the Remi, and capital of Gallia Belgica during the Roman Era whose remains are in Reims, France	Point(4.842223 49.26278)		52							493040UDur				https://en.wikipedia.org/wiki/Durocortorum
108945	http://www.wikidata.org/entity/Q4896307	Durocortorum	Oppidum of the Remi, and capital of Gallia Belgica during the Roman Era whose remains are in Reims, France	Point(4.02944 49.26583)		52							493040UDur				https://en.wikipedia.org/wiki/Durocortorum
108945	http://www.wikidata.org/entity/Q41876	Reims	city in Marne, France	Point(4.028611111 49.265277777)			2984114	7011060		n81075927					126609525		https://en.wikipedia.org/wiki/Reims
108952	http://www.wikidata.org/entity/Q323500	Eburones	Germanic tribe														https://en.wikipedia.org/wiki/Eburones
108953	http://www.wikidata.org/entity/Q959306	Eburovices	gallic tribe											20717			https://en.wikipedia.org/wiki/Eburovices
108957	http://www.wikidata.org/entity/Q227722	Einville-au-Jard	commune in Meurthe-et-Moselle, France	Point(6.487222222 48.655)		14213	6436587								240121690		https://en.wikipedia.org/wiki/Einville-au-Jard
108958	http://www.wikidata.org/entity/Q1990353	Elewijt	section of Zemst, Belgium	Point(4.4969 50.9603)		17431	2798847										https://en.wikipedia.org/wiki/Elewijt
108962	http://www.wikidata.org/entity/Q1458595	Épiais-Rhus	commune in Val-d'Oise, France	Point(2.061944444 49.122222222)			3020048			n94061311					139862882		https://en.wikipedia.org/wiki/%C3%89piais-Rhus
108964	http://www.wikidata.org/entity/Q239123	Ermont	commune in Val-d'Oise, France	Point(2.259444444 48.991388888)			3019897								234777709		https://en.wikipedia.org/wiki/Ermont
108966	http://www.wikidata.org/entity/Q103161557	Eschweilerhof (Samian Ware Discovery Site)	Eschweilerhof as Samian Ware discovery site	Point(7.199999 49.299999)													
108967	http://www.wikidata.org/entity/Q200224	Escles	commune in Vosges, France	Point(6.177777777 48.128888888)			6445534										https://en.wikipedia.org/wiki/Escles
108968	http://www.wikidata.org/entity/Q1096136	Estrées-Saint-Denis	commune in Oise, France	Point(2.642777777 49.425555555)			6438687	1033042		n88096654					149028909		https://en.wikipedia.org/wiki/Estr%C3%A9es-Saint-Denis
108969	http://www.wikidata.org/entity/Q120971	Estrées-sur-Noye	commune in Somme, France	Point(2.330277777 49.786666666)			6444419										https://en.wikipedia.org/wiki/Estr%C3%A9es-sur-Noye
108970	http://www.wikidata.org/entity/Q103161640	Étaples (Samian Ware Discovery Site)	Étaples as Samian Ware discovery site	Point(1.616667 50.716667)													
108970	http://www.wikidata.org/entity/Q273522	Étaples	French commune in Pas-de-Calais, Hauts-de-France	Point(1.640555555 50.517777777)			3019441			n86012010					168806797		https://en.wikipedia.org/wiki/%C3%89taples
108971	http://www.wikidata.org/entity/Q14893	Ettlingen	town in Baden-Württemberg, Germany	Point(8.4 48.933333333)			6558035			n81041894				27870	145423991		https://en.wikipedia.org/wiki/Ettlingen
108977	http://www.wikidata.org/entity/Q665618	Famars	commune in Nord, France	Point(3.519166666 50.315555555)		2455	3019080								240047827		https://en.wikipedia.org/wiki/Famars
108979	http://www.wikidata.org/entity/Q1735383	Castra of Glashütten	Roman fort	Point(8.44467 50.2271)		16049	8504431									4411	
108982	http://www.wikidata.org/entity/Q2525555	Roman villa Otrang		Point(6.54639 50.0139)		17767											
108983	http://www.wikidata.org/entity/Q666559	Flobecq	municipality in Wallonia, Belgium	Point(3.733333333 50.733333333)			2798291	7007880							157298308		https://en.wikipedia.org/wiki/Flobecq
108987	http://www.wikidata.org/entity/Q145033	Fluy	commune in Somme, France	Point(2.097222222 49.858333333)			6444439										https://en.wikipedia.org/wiki/Fluy
108990	http://www.wikidata.org/entity/Q2684588	Fontaine-Valmont	section of Merbes-le-Château, Belgium	Point(4.2139743 50.3204689)		17429											
108996	http://www.wikidata.org/entity/Q2570658	Frisiavones	Germanic tribe														https://en.wikipedia.org/wiki/Frisiavones
